120104,陳鈺如,76,89,79,78
120105,許慧妤,79,91,52,81
120106,馬庭博,82,73,93,57
120107,陳孟晴,71,90,79,59
120108,施筱雅,84,77,70,55
120109,黃星雯,70,81,78,52
120110,林星邦,90,85,59,60
120111,陳郁瑋,87,80,64,71
120112,王緯廷,70,79,85,51
120113,曾瑋俐,71,76,75,56
120114,張文綺,89,100,78,80
120115,鄭紋盈,65,79,51,85
120116,沈筑雯,100,80,95,95
120117,高筱潔,76,60,68,97
120118,蕭文云,62,56,54,65
120119,許彥明,60,64,76,55
120120,戴乃吟,88,85,84,66
120121,章雅儀,60,52,81,46
120122,王虹絜,60,87,84,56
120123,吳郁陵,67,35,75,62
120124,張思婷,91,68,72,70
120125,陳姿穎,52,64,57,63
120126,管穎君,62,96,66,80
120127,周姿風,79,94,72,64
120128,陳荷涵,88,78,69,74
120129,趙舒珍,62,66,61,49
120130,劉向維,82,81,83,68
120131,莊元薪,81,77,64,60
120132,鄭雅柔,70,70,42,56
120133,徐昱昊,63,84,83,54
120134,鄭詩嫻,70,62,75,41
120135,王碩臻,64,97,56,73
120136,高逸華,84,95,70,90
120137,阮俊豪,78,83,75,62
120138,洪品豪,64,41,81,42
120139,陳若潔,92,94,79,82
120140,黃子翔,72,54,60,74
120141,王義豪,68,54,55,52
120142,唐孟清,89,51,71,59
120143,吳筱柔,31,76,86,39
120144,蘇采瑄,85,61,62,60
120145,許于均,74,50,75,57
120146,林哲駿,82,61,85,56
120147,王玉蓁,72,95,96,76
120148,邱佳菁,73,93,64,56
120149,林芷芸,87,96,75,62
120150,林佩萱,97,84,60,65
120151,劉緯駿,70,51,87,75
120152,蔡懿卉,78,100,53,42
120153,郭彩玟,95,68,62,69
120154,廖佳正,56,90,91,90
120155,王聖均,80,82,65,69
120156,孫柔騏,63,74,62,66
120157,陳家瑾,79,63,83,82
120158,呂宜婷,83,71,55,84
120159,林君緯,87,30,96,72
120160,莊琦穎,46,96,70,84
120161,曾佳亭,58,76,41,73
120162,鍾俊威,88,69,74,62
120163,何靖卉,57,65,57,45
120164,洪馨臻,77,82,59,67
120165,王易邗,55,84,86,54
120166,蔡思睿,70,68,61,74
120167,江克倫,40,81,79,46
120168,賴瑋震,63,78,58,70
120169,張鎬元,49,80,69,74
120170,雲胤潔,68,34,55,47
120171,葉克舜,64,74,76,73
120172,蘇芳楨,100,91,62,70
120173,江宜紋,71,100,86,65
120174,王沛慧,95,81,69,79
120175,楊程翰,72,93,86,61
120176,蔡嘉綺,91,81,82,82
120177,簡冠璇,74,59,71,59
120178,蘇立璇,84,67,75,53
120179,陳佩萩,83,40,67,61
120180,謝孟蓉,60,100,56,82
120181,李欣昀,67,83,100,93
120182,江佩蓁,87,70,71,46
120183,劉俐韶,73,65,73,50
120184,陳人玲,75,84,61,83
120185,陳睿潔,82,59,83,73
120186,許柏瑋,87,74,71,63
120187,曾矩翰,59,84,83,67
120188,林秉雄,68,85,94,60
120189,張欣文,56,77,70,66
120190,吳雯雯,50,75,85,58
120191,游勵毅,44,72,65,65
120192,謝宜樺,84,74,41,49
120193,呂書宇,86,54,57,63
120194,韓品玉,89,52,83,66
120195,林家芬,83,58,79,54
120196,林漢翰,56,69,68,68
120197,高孟居,69,55,60,70
120198,陳玉婷,55,55,44,72
120199,陳雅欣,71,79,81,57
120200,蔡趙宇,63,73,59,48
120201,游堯臻,70,86,100,61
120202,李淑涵,64,42,85,69
120203,陳詩文,52,55,81,59
120204,趙冠凱,86,83,78,56
120205,林乃琳,100,70,93,60
120206,黃佳琳,58,71,48,85
120207,盧皓傑,88,62,82,65
120208,謝瑋嘉,82,71,65,68
120209,許庭雯,61,86,61,59
120210,張裕辰,94,80,89,59
120211,黃怡筠,92,94,81,59
120212,郭皓妮,64,74,75,38
120213,李安樺,70,72,61,83
120214,林淞麟,84,57,75,51
120215,許曉潔,81,68,63,51
120216,陳巧霓,54,80,71,61
120217,劉志葦,62,82,81,63
120218,張妍慈,67,80,60,43
120219,胡孟瑋,76,55,76,60
120220,何心琇,83,64,81,64
120221,林少達,57,55,72,55
120222,熊昕軒,65,99,70,56
120223,廖筠廷,71,86,96,52
120224,顏伊綸,77,64,58,51
120225,蕭珮瑜,66,82,81,83
120226,吳庭華,85,77,78,53
120227,張明穎,76,61,75,81
120228,康貞芹,75,87,59,66
120229,吳宛儀,60,25,71,83
120230,蔡世凱,46,57,58,67
120231,施霽節,66,62,75,61
120232,葉伶寧,44,62,50,68
120233,蔡芳瑄,71,60,66,66
120234,左亞依,100,59,51,51
120235,郭喬薇,77,82,92,74
120236,楊子鈞,75,71,45,57
120237,張依孜,80,76,73,41
120238,陳孜蓮,54,93,84,57
120239,林香鍶,79,100,56,63
120240,林昀如,84,64,98,70
120241,陳韻萍,98,73,58,75
120242,高竣祥,90,64,92,51
120243,張慶仲,61,79,84,81
120244,陳雅蔓,75,94,66,93
120245,宋蔓如,79,78,69,77
120246,林盈荃,74,88,86,56
120247,賴香潔,79,88,64,79
120248,尤彥哲,77,79,89,56
120249,蘇明廷,91,100,81,63
120250,吳韋文,93,90,99,68
120251,王品伶,47,100,80,62
120252,陳正瑋,64,80,82,78
120253,賴晏妃,81,74,60,67
120254,劉俊鎬,65,83,88,88
120255,劉芳心,91,79,46,64
120256,吳矞柔,73,60,43,52
120257,莊曉儀,58,70,70,72
120258,陳官祺,59,49,46,36
120259,陳鎬聖,62,84,75,56
120260,陳凱琳,55,82,99,79
120261,洪褘柔,72,93,74,63
120262,潘郁軒,64,59,64,52
120263,封巧萍,69,58,83,26
120264,陳渝穎,86,38,85,47
120265,梁之任,68,90,76,82
120266,邱曜銘,77,86,75,57
120267,李佩婷,63,65,68,77
120268,余靜儒,85,92,84,57
120269,詹裕霆,81,79,39,76
120270,戴佩銘,87,83,70,74
120271,呂祐葶,45,49,66,62
120272,張禎潔,90,64,79,78
120273,顏鈺瑄,80,82,59,39
120274,林郁馨,52,100,81,55
120275,黃晉舜,56,56,74,68
120276,蕭培如,68,68,66,80
120277,沈玉靜,73,79,72,66
120278,吳月芳,96,68,57,76
120279,郭旻恩,76,68,65,67
120280,宋巧庭,79,60,83,51
120281,陳久文,68,78,61,60
120282,黃俐懿,81,99,95,79
120283,王苹璇,84,98,55,80
120284,朱宜樺,67,92,62,45
120285,王昱倫,56,76,83,74
120286,陳欣霞,75,76,75,51
120287,蘇炳誠,76,90,67,64
120288,吳靈凌,68,91,79,55
120289,林晨容,67,84,57,44
120290,徐婉雅,80,90,96,63
120291,賴姵儀,61,59,54,71
120292,邵亭庭,73,55,76,74
120293,李婉禎,84,79,92,74
120294,洪育妮,90,58,84,66
120295,詹彥羽,92,77,51,72
120296,劉燕庭,83,80,86,69
120297,鐘慧璇,95,88,93,82
120298,吳孟敏,84,91,72,76
120299,陳哲林,69,56,86,70
120300,周鈺珂,91,79,83,47
120301,邱慧玲,84,65,68,82
120302,邱佳萱,93,82,58,70
120303,杜蕙蒨,55,65,53,42
120304,游蒨妤,92,90,87,51
120305,徐妤慧,79,71,98,77
120306,高佳淮,60,70,70,75
120307,邱於昕,71,89,67,46
120308,丁逸微,74,70,80,75
120309,吳雅揚,83,73,57,85
120310,宋采瑄,79,97,62,30
120311,洪武心,89,67,62,53
120312,馬雅筠,83,67,84,67
120313,鄧岱鈞,80,82,84,89
120314,張育宇,64,85,92,44
120315,高子萱,80,82,78,60
120316,高可安,88,65,84,71
120317,楊亭騏,81,71,86,52
120318,陳玫羚,58,86,68,87
120319,王紫晴,89,80,91,57
120320,劉筱文,70,71,63,85
120321,陳立潔,59,78,62,67
120322,鄭明慈,71,63,73,84
120323,杜逸妤,58,58,44,52
120324,周虹燕,58,65,59,78
120325,羅竣亮,64,34,59,64
120326,郭欣菻,63,74,66,30
120327,吳芃潔,94,82,94,74
120328,黃盈婕,59,73,59,54
120329,許佳如,80,91,94,97
120330,陳韻倢,78,88,95,67
120331,賴寧涵,85,89,70,53
120332,張詩甄,65,98,77,75
120333,詹東懷,70,83,98,55
120334,呂哲謙,76,66,100,66
120335,閔惠君,76,96,76,82
120336,吳盈婷,84,96,87,71
120337,劉聿妮,71,64,66,56
120338,李秋儀,90,43,59,73
120339,陳正瑄,73,71,83,54
120340,吳厚宣,93,88,80,40
120341,童珮慈,82,56,69,70
120342,羅億萱,68,75,53,63
120343,鄭伯安,95,68,78,49
120344,蔡芸婷,67,65,81,64
120345,林麗伶,49,85,86,63
120346,蔡翊安,96,89,74,63
120347,王文萱,78,83,55,54
120348,王明姍,83,70,87,71
120349,杜昶昱,61,88,84,71
120350,陳承賢,68,90,72,71
120351,余俊儒,57,50,82,71
120352,簡筱茹,63,56,48,74
120353,盧玉源,94,89,82,67
120354,林詞青,58,64,86,61
120355,王沛庭,59,81,83,90
120356,林萱晴,57,70,73,65
120357,洪意禎,85,72,84,77
120358,黃麗如,63,60,93,61
120359,王維蓁,83,45,81,74
120360,謝昱瑢,59,85,63,75
120361,林月蓉,93,95,89,54
120362,李彥寧,84,60,83,81
120363,陳宇圻,68,60,68,60
120364,練思柔,74,71,100,56
120365,吳政任,91,69,61,98
120366,蔡偉戎,59,64,81,75
120367,呂筱菱,79,58,100,79
120368,楊韋潤,80,86,54,68
120369,丁弦芳,74,64,74,77
120370,李于怡,77,100,73,67
120371,黃怡伶,83,94,59,66
120372,陳彥琳,57,96,88,59
120373,陳雅芸,56,60,88,66
120374,吳建壕,54,79,70,81
120375,黃珮湄,63,85,77,55
120376,徐玠吟,65,69,49,36
120377,劉孟心,85,71,72,56
120378,鐘之雅,81,71,65,93
120379,李歆倫,87,90,70,63
120380,蘇艾君,51,60,63,50
120381,吳玟倩,100,97,78,92
120382,陳敏伶,58,73,65,58
120383,戴俐珺,85,71,75,84
120384,陳佳翰,53,53,73,59
120385,劉筑棋,62,78,80,52
120386,楊湘涵,67,80,63,69
120387,王涵珊,79,82,61,63
120388,于珮芳,63,57,56,57
120389,余東錩,75,63,58,52
120390,吳政鈞,73,80,59,46
120391,簡雅晴,87,79,60,72
120392,陳詩汝,73,67,87,55
120393,邱瑞岑,79,55,61,49
120394,張彥蘋,80,92,83,80
120395,林儀茹,69,62,54,62
120396,蔡彩妏,61,88,77,60
120397,廖亭雯,54,70,64,68
120398,賴伊如,84,59,51,69
120399,鄭佳文,84,70,51,82
120400,李瑞妤,92,61,80,81
120401,張姵琦,66,59,71,59
120402,鄭佳涵,58,84,86,86
120403,蔡廷麟,83,67,60,72
120404,洪雅倫,61,76,89,68
120405,周若耀,74,78,79,61
120406,胡欣楷,58,59,80,44
120407,趙廉頡,82,73,65,63
120408,王頡翰,99,71,80,80
120409,李書美,100,95,64,90
120410,洪慧玫,67,76,68,99
120411,李依立,60,71,59,48
120412,劉多樺,85,56,62,78
120413,陳思韻,63,64,60,66
120414,賴子穎,66,69,75,90
120415,沈欣寧,86,84,52,66
120416,余沛儀,80,72,95,81
120417,葉珮繕,62,69,60,70
120418,許玉喻,47,73,76,62
120419,藍承翔,72,99,64,66
120420,曾嬿心,83,80,86,67
120421,楊柏彥,76,51,66,53
120422,高奕晴,56,61,38,57
120423,陳友庭,60,58,67,71
120424,王欣硯,63,99,61,82
120425,黃慧昀,92,65,94,59
120426,陳昀容,73,35,63,68
120427,何琬慧,69,93,57,71
120428,彭復綾,86,73,60,67
120429,王佳雅,55,94,71,40
120430,蕭慶婷,60,89,71,55
120431,孔藝晴,62,90,100,94
120432,王雅甄,70,99,69,60
120433,吳硯衛,74,81,75,83
120434,莊家璇,81,69,94,61
120435,荊宗至,65,82,59,55
120436,張珮香,88,91,57,56
120437,李秋慧,82,78,57,68
120438,朱孟竹,39,84,59,41
120439,陳韻汝,88,93,76,73
120440,陳維如,91,89,73,66
120441,孫婉慈,96,57,80,65
120442,陳星勳,55,64,70,61
120443,吳瑋暉,67,100,68,78
120444,黃雯伶,74,67,51,47
120445,徐楷榮,76,49,87,65
120446,陳信彰,71,86,64,70
120447,林睿銘,64,80,69,50
120448,鄭柚雯,73,63,71,70
120449,蔡皇偉,87,80,51,61
120450,陳怡瑜,87,77,85,53
120451,王安綺,91,66,72,68
120452,劉家榆,74,85,67,60
120453,詹家嫻,52,43,94,53
120454,劉家融,50,68,65,79
120455,葉鈺霖,54,66,72,57
120456,陳晉偉,78,69,71,62
120457,林佳萍,95,67,56,91
120458,陳紋寧,60,99,60,56
120459,范薏蓁,84,67,82,75
120460,王雅瑜,89,89,51,52
120461,張佳圻,74,72,69,72
120462,許士群,65,62,78,70
120463,張育瑄,89,91,71,64
120464,蔣又穎,71,57,74,68
120465,葉彥儒,57,64,76,51
120466,陳妏儀,68,82,68,35
120467,趙茜蓉,64,89,79,77
120468,王蓉蓁,86,100,66,79
120469,廖庭炤,71,67,69,52
120470,周亮均,86,77,84,62
120471,陳俞柔,71,95,61,58
120472,許勻嘉,72,64,58,74
120473,彭于皓,89,56,54,39
120474,劉國蔭,64,82,79,81
120475,房雅筑,69,83,71,51
120476,洪喬文,98,63,68,53
120477,許競敏,64,61,77,37
120478,曾力樹,72,66,83,90
120479,章佳儀,93,67,83,77
120480,謝嘉媛,86,68,62,51
120481,高筱妤,66,87,77,43
120482,徐思卉,75,95,83,61
120483,劉羿萱,80,100,62,71
120484,陳文如,81,73,54,76
120485,陳雅君,72,86,88,65
120486,詹怡蓮,62,77,44,41
120487,郭欣嚴,87,86,81,79
120488,吳思寧,92,95,44,71
120489,岳紹絜,76,70,67,66
120490,李郁文,61,96,100,51
120491,趙立右,89,96,58,55
120492,黃大文,88,78,93,76
120493,高芳雯,51,89,49,68
120494,林靖薇,61,67,76,60
120495,楊志賢,66,82,76,51
120496,李芷雰,66,90,62,77
120497,許琇君,51,60,51,48
120498,張怡婕,98,63,53,63
120499,黃伊鳳,81,66,89,77
120500,魏君鈞,85,100,70,51
120501,蕭雅之,62,71,71,49
120502,莊晨諭,96,91,91,67
120503,陳孝駿,96,100,92,65
120504,陳駿笙,55,68,76,39
120505,賴芃螢,82,80,67,77
120506,王竣峻,46,78,63,58
120507,李佳穎,78,77,79,50
120508,謝茗惠,78,96,85,84
120509,王碩俊,80,79,49,70
120510,洪俊蓁,77,74,78,73
120511,李佳瑟,87,74,76,42
120512,林亞容,67,94,75,64
120513,賀旻中,63,97,81,54
120514,蔡翊偉,66,57,84,82
120515,盧祥原,63,88,56,56
120516,曾原潔,87,88,84,64
120517,邊士苹,57,96,61,56
120518,魏雅璞,94,52,79,58
120519,黃玉涵,83,47,80,91
120520,林郁婷,66,100,88,56
120521,曾蔚婷,86,84,89,51
120522,戴瑋雯,100,60,69,81
120523,洪雅怡,65,82,77,59
120524,張天怡,88,61,88,68
120525,黃妙麗,89,79,77,65
120526,高而惟,75,96,84,87
120527,高玨婷,86,100,51,49
120528,陳子琪,73,75,59,76
120529,賴佩婷,52,89,77,66
120530,曾佑倫,88,92,96,65
120531,黃經勳,77,70,82,73
120532,張逸穎,86,49,59,71
120533,蔡思如,88,70,93,94
120534,陳倬臻,53,100,48,87
120535,林宜郁,67,93,77,59
120536,林佑璟,46,75,89,79
120537,莊佩瑄,55,73,83,69
120538,楊尹琇,74,40,39,60
120539,張文君,96,67,88,77
120540,林惠婷,98,91,57,71
120541,曾安瑜,58,51,57,70
120542,陳家寧,76,77,92,82
120543,林詠安,88,61,76,53
120544,蘇芝婷,78,100,85,81
120545,林亦榛,97,71,82,88
120546,簡智勳,92,92,67,69
120547,謝宥鈺,84,74,47,72
120548,何純琳,65,79,61,83
120549,夏依萱,78,82,83,41
120550,陳婷伶,84,72,63,65
120551,鄭佳郁,65,93,66,56
120552,鄭彥文,45,82,55,80
120553,耿郁億,32,43,73,29
120554,陳藝伯,59,88,75,86
120555,黃秋庭,69,86,66,68
120556,梁瑋祺,96,88,46,43
120557,許雅蓁,82,69,51,36
120558,陳彥巨,67,78,49,56
120559,陳佳珊,59,98,84,77
120560,吳綠棻,74,90,79,50
120561,陳岳宏,67,82,88,71
120562,林奕宇,72,90,81,80
120563,李郁婷,89,79,57,70
120564,蘇鈺穎,80,65,55,78
120565,黃思嵐,63,54,79,68
120566,陳哲峰,68,66,59,85
120567,陳筱蒨,72,51,76,63
120568,王昀婷,70,98,60,47
120569,蔡琬婕,92,67,65,51
120570,彭婕婷,87,72,55,47
120571,張圓姍,65,87,70,61
120572,林麒仁,55,36,70,41
120573,丁焜陞,79,84,64,73
120574,黃郁霈,68,65,62,82
120575,吳佳月,44,68,80,59
120576,吳嘉馨,83,64,84,83
120577,許雅如,99,84,72,86
120578,鄭娟庭,67,65,69,52
120579,林瑞婷,68,60,75,86
120580,張婷勻,57,70,62,79
120581,康景方,71,89,67,88
120582,蕭哲威,71,73,63,85
120583,周德賢,69,63,87,80
120584,鄭品勳,55,91,59,36
120585,王宜盈,54,82,89,43
120586,杜皆逸,88,87,95,62
120587,蔡奇珮,83,80,66,81
120588,陳藝函,84,57,78,92
120589,藍雅宜,72,88,68,90
120590,莊子融,53,82,97,91
120591,徐凱潔,76,68,61,62
120592,楊昱珺,74,84,76,71
120593,陳郁嘉,64,89,75,61
120594,黃譽榕,50,75,68,68
120595,李昇陞,85,75,74,63
120596,洪晏瑋,89,83,74,57
120597,林玠婷,87,86,92,38
120598,黃雅萱,73,88,76,52
120599,楊宇先,78,76,59,60
120600,張一婷,60,70,61,73
120601,李雅融,63,72,69,31
120602,胡采嬋,61,35,46,64
120603,周軍君,75,54,68,57
120604,李柏浩,68,30,82,64
120605,呂怡庭,96,67,78,63
120606,陳葦瑩,70,81,95,72
120607,孫品均,84,79,64,55
120608,陳文豪,84,88,66,82
120609,吳珮瑋,91,87,65,83
120610,羅庭晴,88,100,68,65
120611,白偉綺,48,84,71,67
120612,溫思霓,68,76,83,89
120613,黃君瑛,86,67,76,96
120614,鄧建宏,52,98,54,56
120615,陳怡瑜,55,53,86,65
120616,沈哲瑋,55,80,91,75
120617,許敬恆,73,87,70,52
120618,林序安,84,75,68,87
120619,陳偉光,81,60,65,77
120620,趙儀恩,92,90,61,93
120621,陳維宏,92,89,73,82
120622,李奕鼎,94,98,63,65
120623,劉華駿,70,82,55,67
120624,賀駿銘,84,92,88,54
120625,林家芳,71,62,67,74
120626,王啟宏,68,65,93,52
120627,沈吟真,82,91,82,45
120628,王柏黠,87,75,72,79
120629,沈全東,72,64,89,52
120630,儲維真,77,71,76,57
120631,杜佳棻,75,84,55,91
120632,鍾雅瀅,70,70,61,92
120633,楊統雅,71,76,70,85
120634,侯郁湄,61,87,57,66
120635,黃姿汶,63,86,68,86
120636,楊姿如,59,88,92,77
120637,江薈儒,70,84,63,97
120638,李席鈞,73,74,71,74
120639,陳潔安,80,54,59,47
120640,楊智峰,84,66,83,89
120641,許昱翰,77,94,72,96
120642,劉若均,80,73,66,52
120643,鄭菀儒,70,66,58,71
120644,顏欣伶,48,51,40,60
120645,謝沛嵐,93,78,63,63
120646,蔡巧筑,71,63,82,62
120647,顏惠羽,82,74,66,54
120648,盧翰霖,61,54,75,60
120649,許亭芬,77,90,46,73
120650,陳碩橋,83,54,85,67
120651,張橋卉,84,85,86,46
120652,張栗辰,74,74,84,58
120653,楊宗駒,74,76,71,64
120654,蔡俊宗,75,87,90,76
120655,林盈璇,86,72,66,87
120656,劉孟羚,66,85,73,64
120657,吳明旭,92,64,71,81
120658,歐啟勤,53,86,92,72
120659,李佳薇,74,64,70,47
120660,徐薇文,95,72,82,70
120661,劉姝學,67,78,68,65
120662,陳孟汝,52,84,46,69
120663,林晏如,73,78,59,86
120664,葉姿庭,76,58,83,63
120665,陳于文,71,81,77,52
120666,黃慈妤,97,50,62,69
120667,許廷雯,79,75,69,68
120668,王雅翊,75,71,78,52
120669,李翊禎,45,63,52,56
120670,楊致曲,48,83,52,75
120671,蘇妍斯,84,90,78,53
120672,游乙儀,55,45,92,46
120673,陳佳綺,66,98,84,60
120674,林雙庭,50,73,59,36
120675,詹瑜羽,73,72,86,64
120676,劉立昱,81,90,86,79
120677,張心錚,66,77,86,52
120678,何立子,57,84,62,43
120679,梁音晨,74,62,99,79
120680,連景茹,58,81,90,57
120681,俞翔茹,82,88,46,66
120682,游楹芳,73,72,60,61
120683,黃宜蓉,75,74,78,83
120684,蔡蓉榛,56,82,87,72
120685,黃家妤,73,79,60,45
120686,李姵君,59,57,53,62
120687,林敏珺,68,70,64,58
120688,趙筱真,83,75,72,75
120689,蘇詠榕,97,84,53,61
120690,齊皇宇,62,70,76,82
120691,林碧安,58,70,66,58
120692,許安婷,62,53,96,45
120693,黃毓薇,91,97,88,71
120694,王凌容,93,52,68,77
120695,陳悅瑜,60,96,59,53
120696,詹綱恩,72,52,70,64
120697,翁芯珍,66,80,55,69
120698,張文庭,97,64,91,65
120699,呂宜芝,89,77,91,52
120700,范姜亨,66,66,54,73
120701,李宜芬,86,45,95,44
120702,宋佳萱,53,77,60,37
120703,李智慧,65,82,98,75
120704,林昱臻,75,49,62,51
120705,何美儀,74,71,97,91
120706,陳姵君,72,65,76,67
120707,葉念妏,70,60,77,76
120708,賴彥蓁,70,68,88,56
120709,范明傑,92,70,56,51
120710,劉宥倫,71,59,94,84
120711,盧嫈雲,80,46,100,83
120712,簡絜真,86,60,73,64
120713,詹德捷,94,72,64,71
120714,蔡品緯,60,64,92,66
120715,王淳婷,95,98,47,66
120716,張宥宜,96,59,59,46
120717,王嘉怡,56,73,88,66
120718,胡詩瑜,79,84,53,70
120719,李曼芬,80,58,83,80
120720,王振億,63,63,56,47
120721,林成軒,57,52,59,54
120722,李青琪,68,60,65,67
120723,呂佩祺,77,82,70,49
120724,劉瑞吟,98,69,76,57
120725,王宣凌,63,88,64,78
120726,余嘉毅,68,91,92,59
120727,陳汶妤,72,59,96,70
120728,謝姈庭,73,73,88,72
120729,游妤禪,67,86,64,59
120730,簡玉純,46,77,66,48
120731,謝亞齡,93,77,88,50
120732,張雲妤,64,93,60,73
120733,江言桓,79,64,60,50
120734,王晨賢,69,61,87,100
120735,鄭品廷,90,70,65,73
120736,郭怡陵,89,71,82,82
120737,馮懷阡,59,87,94,73
120738,林藝雯,49,67,92,57
120739,王靖軒,69,91,49,46
120740,黃妏雯,84,69,75,73
120741,林仲暄,84,86,78,51
120742,黃暄絹,72,75,88,71
120743,曹絹瑩,99,67,90,60
120744,劉佳宇,90,59,87,88
120745,沈書珊,61,44,57,49
120746,林韻璇,71,80,58,80
120747,黃瑞萱,63,77,65,64
120748,丘宜微,89,68,70,49
120749,林微澄,54,62,89,51
120750,黃阡恩,82,27,81,66
120751,林嘉翔,68,45,63,59
120752,吳凱邗,89,67,56,100
120753,姜乙軒,57,66,48,59
120754,張邗倩,74,51,75,44
120755,趙采誼,63,65,78,69
120756,楊政瑄,100,76,58,84
120757,潘玉馨,85,71,77,67
120758,林品祥,48,58,78,76
120759,楊文雅,61,52,49,45
120760,張宣羽,49,60,60,40
120761,尤冠琇,85,57,59,81
120762,陳渝慧,64,87,58,93
120763,蘇思楹,96,81,89,67
120764,池協瑋,92,65,65,76
120765,莊峻益,86,75,75,57
120766,吳雅文,85,52,63,38
120767,李懷怡,66,56,70,58
120768,涂輝源,91,57,94,94
120769,涂家儀,78,95,86,66
120770,王泰愷,75,55,70,61
120771,謝臻伶,67,77,57,69
